timestamps,x
640.00807,1003.582153
640.954984,1003.565521
641.901837,1003.556366
642.848702,1003.554535
643.795471,1003.554535
644.742442,1003.557434
645.689257,1003.560562
646.636172,1003.56163
647.583168,1003.563156
648.530116,1003.564529
649.477046,1003.567276
650.423967,1003.567276
651.370985,1003.567123
652.317989,1003.565445
653.264922,1003.564224
654.211901,1003.563004
655.158852,1003.562546
656.105857,1003.562546
657.052826,1003.561707
657.999753,1003.560257
658.946661,1003.55896
659.893424,1003.55896
660.840238,1003.558884
661.786991,1003.558884
662.733725,1003.556671
663.680457,1003.555298
664.627265,1003.552628
665.57409,1003.5495
666.520845,1003.547668
667.467616,1003.547668
668.4145,1003.549042
669.361455,1003.553772
670.308345,1003.558884
671.254694,1003.558884
672.200593,1003.558121
673.146149,1003.552017
674.091392,1003.542099
675.036608,1003.538361
675.981605,1003.534012
676.926322,1003.531342
677.870948,1003.531342
678.815458,1003.536835
679.759906,1003.537979
680.704146,1003.539963
681.648162,1003.540802
682.592226,1003.544083
683.536196,1003.544693
684.480155,1003.547287
685.424059,1003.549271
686.368324,1003.549271
687.312931,1003.546677
688.257877,1003.54393
689.20305,1003.540268
690.148331,1003.538971
691.093577,1003.538971
692.03873,1003.54538
692.983847,1003.547668
693.928951,1003.54538
694.873997,1003.544464
695.819005,1003.538208
696.763971,1003.532257
697.708823,1003.526611
698.653806,1003.521881
699.599085,1003.521881
700.544246,1003.521957
701.48954,1003.525314
702.434882,1003.525314
703.380335,1003.521271
704.325509,1003.515701
705.270414,1003.514404
706.215113,1003.514404
707.159522,1003.515015
708.103686,1003.523407
709.047695,1003.5289
709.991581,1003.531723
710.935294,1003.531723
711.878976,1003.527679
712.822444,1003.523102
713.765813,1003.52005
714.709251,1003.517838
715.652682,1003.512802
716.596095,1003.509598
717.53942,1003.507385
718.482742,1003.505554
719.425954,1003.500061
720.369166,1003.497391
721.312295,1003.492966
722.255408,1003.492966
723.198424,1003.494339
724.141302,1003.494568
725.084158,1003.496323
726.027024,1003.498077
726.969941,1003.498077
727.912808,1003.497009
728.855583,1003.495178
729.798313,1003.492813
730.740963,1003.492126
731.683578,1003.492126
732.626237,1003.491592
733.568922,1003.490677
734.511442,1003.488083
735.453943,1003.484497
736.39652,1003.480606
737.339039,1003.479462
738.281528,1003.479462
739.224141,1003.485641
740.166731,1003.493118
741.109286,1003.50235
742.051542,1003.510895
742.993863,1003.518219
743.936255,1003.523178
744.87866,1003.528214
745.821062,1003.531876
746.763587,1003.537827
747.705957,1003.544846
748.648425,1003.551025
749.590947,1003.558502
750.533342,1003.564148
751.475735,1003.566971
752.418261,1003.566971
753.360823,1003.552322
754.303327,1003.535233
755.246286,1003.51799
756.189714,1003.50502
757.133602,1003.499832
758.07761,1003.499832
759.021598,1003.50708
759.965575,1003.520279
760.909587,1003.523941
761.853458,1003.528442
762.797161,1003.528442
763.740908,1003.519058
764.684688,1003.514099
765.628608,1003.505554
766.572606,1003.500595
767.516566,1003.500595
768.46065,1003.510895
769.404535,1003.519135
770.348335,1003.529587
771.292113,1003.538666
772.235967,1003.539505
773.179728,1003.539505
774.123362,1003.53775
775.067097,1003.534698
776.010939,1003.534546
776.95482,1003.533936
777.898572,1003.531113
778.842321,1003.528595
779.786013,1003.525238
780.729613,1003.520813
781.673271,1003.517303
782.616941,1003.514938
783.560819,1003.511963
784.504772,1003.511963
785.448664,1003.513565
786.392234,1003.513565
787.335648,1003.510132
788.278975,1003.493958
789.222079,1003.479614
790.165165,1003.470993
791.108085,1003.468475
792.05097,1003.468475
792.993758,1003.482971
793.936551,1003.491135
794.879246,1003.493423
795.821926,1003.493423
796.76462,1003.488846
797.70732,1003.481522
798.650026,1003.47435
799.592658,1003.466263
800.535275,1003.456345
801.477923,1003.447418
802.420458,1003.438034
803.362922,1003.437805
804.305383,1003.438034
805.247794,1003.442459
806.190169,1003.450165
807.13252,1003.460922
808.074783,1003.465729
809.017099,1003.475342
809.959486,1003.48259
810.9018,1003.483276
811.844098,1003.491135
812.786437,1003.498154
813.728802,1003.498154
814.671238,1003.498154
815.613613,1003.49762
816.55593,1003.491135
817.498221,1003.487701
818.440422,1003.479385
819.38258,1003.475494
820.324693,1003.472977
821.26683,1003.472977
822.208808,1003.473511
823.15082,1003.478241
824.092663,1003.481369
825.03456,1003.484039
825.976493,1003.484039
826.918493,1003.479156
827.860439,1003.479156
828.802391,1003.480988
829.744345,1003.481674
830.686329,1003.481674
831.62823,1003.485336
832.570144,1003.485336
833.511951,1003.482513
834.453705,1003.478317
835.395503,1003.473053
836.337181,1003.468246
837.278897,1003.464508
838.220594,1003.464355
839.162253,1003.462753
840.103813,1003.462753
841.045343,1003.462982
841.986872,1003.462982
842.928305,1003.46283
843.869791,1003.460388
844.811257,1003.460388
845.752686,1003.459625
846.694158,1003.455276
847.635561,1003.454132
848.576988,1003.453903
849.51837,1003.453903
850.459675,1003.452682
851.401024,1003.452682
852.342361,1003.453217
853.283695,1003.453217
854.224985,1003.452759
855.166151,1003.451843
856.107312,1003.452759
857.048548,1003.452759
857.989795,1003.45993
858.930997,1003.462753
859.872091,1003.465729
860.813187,1003.47023
861.754233,1003.47023
862.695271,1003.462906
863.636767,1003.459854
864.578875,1003.449707
865.521324,1003.437881
866.464013,1003.43605
867.406643,1003.430023
868.34905,1003.423691
869.291366,1003.423691
870.233699,1003.426361
871.176234,1003.426361
872.119049,1003.424149
873.062245,1003.420639
875.4207762,1003.12355
876.4402252,1003.122025
877.4599042,1003.120499
878.4796262,1003.092346
879.4994692,1003.050156
880.5192952,1003.013763
880.6763662,1002.959442
881.6211332,1002.957306
882.5658532,1002.92511
883.5106962,1002.877808
884.4556702,1002.829285
885.4006722,1002.792587
886.3455732,1002.754669
887.2904792,1002.70195
888.2356432,1002.672272
889.1809372,1002.630844
890.1261992,1002.593613
891.0714662,1002.564621
892.0166002,1002.549591
892.9613912,1002.543259
893.9058622,1002.543259
894.8500352,1002.544861
895.7940762,1002.553329
896.7378892,1002.554474
897.6815932,1002.554474
898.6253262,1002.548294
899.5689562,1002.54097
900.5124822,1002.5354
901.4558982,1002.5354
903.3125965,1002.470627
904.3306805,1002.483521
905.3487405,1002.496338
906.3666985,1002.518921
907.3845585,1002.536774
908.4024065,1002.548141
908.5610285,1002.551727
909.5033085,1002.555237
910.4455075,1002.555237
911.3877465,1002.554626
912.3300095,1002.554016
913.2721785,1002.552795
914.2142675,1002.552414
915.1562765,1002.552261
916.0982025,1002.549973
917.0400825,1002.544861
917.9820805,1002.540741
918.9239705,1002.536926
919.8658435,1002.531891
920.8075785,1002.531586
921.7494105,1002.531586
922.6911095,1002.536926
923.6328395,1002.544632
924.5744875,1002.553864
925.5161455,1002.563324
926.4577615,1002.570572
927.3992915,1002.575073
928.3408735,1002.575073
929.2824655,1002.574387
930.2240605,1002.573166
931.1656095,1002.571335
932.1071735,1002.568512
933.0485685,1002.567291
933.9900215,1002.566147
934.9314325,1002.56546
935.8728505,1002.56485
936.8143075,1002.56485
937.7558025,1002.564926
938.6973245,1002.565231
939.6388115,1002.565994
940.5804605,1002.565994
941.5221145,1002.565765
942.4637465,1002.565765
943.4053205,1002.565994
944.3468285,1002.566147
945.2884565,1002.566147
946.2300285,1002.566833
947.1715275,1002.566833
948.1129845,1002.566299
949.0544705,1002.566223
949.9959055,1002.566223
950.9373695,1002.566986
951.8788185,1002.567062
952.8202275,1002.567062
953.7615945,1002.566223
954.7029275,1002.56485
955.6442505,1002.56134
956.5855735,1002.557068
957.5267895,1002.556381
958.4681965,1002.556381
959.4096665,1002.559357
960.3510405,1002.563248
961.2924835,1002.563248
962.2338815,1002.561874
963.1751665,1002.555542
964.1165315,1002.548218
965.0579325,1002.540741
965.9992565,1002.534866
966.9406535,1002.53273
967.8820385,1002.53006
968.8233545,1002.529068
969.7645125,1002.527084
970.7058635,1002.525787
971.6471355,1002.524338
972.5884845,1002.522583
973.5298395,1002.521667
974.4711595,1002.521667
